trigram,tri_count,suffix,obscenity
the_only_thing,74,thing,FALSE
i_was_going,74,going,FALSE
at_a_time,73,time,FALSE
in_the_last,73,last,FALSE
look_at_the,73,the,FALSE
all_the_way,73,way,FALSE
a_great_time,73,time,FALSE
and_i_will,73,will,FALSE
we_have_to,72,to,FALSE
has_been_a,72,a,FALSE
in_the_end,72,end,FALSE
a_way_to,72,to,FALSE
we_had_a,72,a,FALSE
i_would_love,72,love,FALSE
i_am_going,72,going,FALSE
you_are_a,72,a,FALSE
that_was_a,71,a,FALSE
want_to_see,71,see,FALSE
to_do_a,71,a,FALSE
away_from_the,71,the,FALSE
up_to_the,71,the,FALSE
no_matter_what,71,what,FALSE
top_of_the,71,the,FALSE
to_do_the,70,the,FALSE
the_beginning_of,70,of,FALSE
for_all_the,70,the,FALSE
i_like_the,70,the,FALSE
i_thought_it,70,it,FALSE
check_out_the,70,the,FALSE
to_all_of,70,of,FALSE
to_see_if,69,if,FALSE
will_have_to,69,to,FALSE
i_did_not,69,not,FALSE
to_find_out,69,out,FALSE
and_i_think,69,think,FALSE
i_like_to,69,to,FALSE
did_you_know,69,know,FALSE
for_you_to,68,to,FALSE
the_number_of,68,of,FALSE
no_matter_how,68,how,FALSE
the_top_of,68,of,FALSE
as_far_as,68,as,FALSE
needs_to_be,68,be,FALSE
a_good_day,68,day,FALSE
let_us_know,68,know,FALSE
i_can_see,67,see,FALSE
i_thought_i,67,i,FALSE
to_get_my,67,my,FALSE
this_is_what,67,what,FALSE
some_of_my,67,my,FALSE
and_if_you,67,you,FALSE
i_love_my,67,my,FALSE
i'm_not_sure,67,sure,FALSE
on_my_way,67,way,FALSE
if_you_can,66,can,FALSE
the_other_day,66,day,FALSE
more_and_more,66,more,FALSE
to_work_with,66,with,FALSE
get_out_of,66,of,FALSE
the_bottom_of,66,of,FALSE
to_tell_you,66,you,FALSE
have_to_say,66,say,FALSE
want_to_do,66,do,FALSE
if_i_had,65,had,FALSE
on_top_of,65,of,FALSE
it_was_so,65,so,FALSE
in_the_next,65,next,FALSE
and_of_course,65,course,FALSE
you_know_that,65,that,FALSE
to_say_i,65,i,FALSE
of_the_time,65,time,FALSE
in_a_few,65,few,FALSE
back_in_the,65,the,FALSE
i_think_it's,64,it's,FALSE
we_will_be,64,be,FALSE
to_find_a,64,a,FALSE
going_to_the,64,the,FALSE
going_to_have,64,have,FALSE
the_back_of,64,of,FALSE
i_think_that,64,that,FALSE
a_few_weeks,64,weeks,FALSE
you_will_be,64,be,FALSE
i_get_to,64,to,FALSE
by_the_time,63,time,FALSE
so_much_fun,63,fun,FALSE
going_to_get,63,get,FALSE
being_able_to,63,to,FALSE
be_in_the,63,the,FALSE
the_time_to,63,to,FALSE
am_going_to,63,to,FALSE
to_check_out,63,out,FALSE
i_don't_like,63,like,FALSE
that_there_is,62,is,FALSE
is_a_good,62,good,FALSE
was_in_the,62,the,FALSE
can_be_a,62,a,FALSE
the_name_of,62,of,FALSE
at_this_point,62,point,FALSE
as_a_result,62,result,FALSE
that_you_are,62,are,FALSE
all_of_you,62,you,FALSE
don't_forget_to,62,to,FALSE
i_was_so,61,so,FALSE
a_number_of,61,of,FALSE
there_was_no,61,no,FALSE
have_to_get,61,get,FALSE
to_talk_about,61,about,FALSE
that_you_can,61,can,FALSE
you_and_your,61,your,FALSE
and_a_half,60,half,FALSE
and_in_the,60,the,FALSE
to_see_a,60,a,FALSE
that_they_are,60,are,FALSE
so_we_can,60,can,FALSE
to_think_about,60,about,FALSE
thought_it_was,60,was,FALSE
when_you_are,60,are,FALSE
one_of_our,60,our,FALSE
to_meet_you,60,you,FALSE
s_o_to,60,to,FALSE
to_work_on,59,on,FALSE
and_then_i,59,i,FALSE
as_part_of,59,of,FALSE
the_way_to,59,to,FALSE
the_best_of,59,of,FALSE
up_on_the,59,the,FALSE
a_chance_to,59,to,FALSE
i_think_you,59,you,FALSE
is_the_only,59,only,FALSE
will_not_be,59,be,FALSE
this_is_not,59,not,FALSE
the_idea_of,59,of,FALSE
i_wonder_if,59,if,FALSE
have_to_go,58,go,FALSE
of_all_the,58,the,FALSE
a_group_of,58,of,FALSE
don't_know_what,58,what,FALSE
many_of_the,58,the,FALSE
by_the_way,58,way,FALSE
was_able_to,58,to,FALSE
is_not_the,58,the,FALSE
of_the_week,58,week,FALSE
that_this_is,57,is,FALSE
a_few_hours,57,hours,FALSE
it's_going_to,57,to,FALSE
to_be_an,57,an,FALSE
but_i_don't,57,don't,FALSE
due_to_the,57,the,FALSE
i_have_the,57,the,FALSE
up_with_the,57,the,FALSE
want_to_get,57,get,FALSE
went_to_the,57,the,FALSE
is_what_i,57,i,FALSE
i_try_to,57,to,FALSE
to_see_it,57,it,FALSE
shout_out_to,57,to,FALSE
you_<_3,57,3,FALSE
to_figure_out,56,out,FALSE
to_listen_to,56,to,FALSE
in_terms_of,56,of,FALSE
has_to_be,56,be,FALSE
used_to_be,56,be,FALSE
is_a_very,56,very,FALSE
don't_have_to,56,to,FALSE
all_of_us,56,us,FALSE
i_had_the,56,the,FALSE
i_got_to,56,to,FALSE
what_i_was,56,was,FALSE
to_do_this,56,this,FALSE
the_same_way,56,way,FALSE
thanks_for_sharing,56,sharing,FALSE
rt_if_you,56,you,FALSE
the_story_of,55,of,FALSE
the_use_of,55,of,FALSE
middle_of_the,55,the,FALSE
that_is_the,55,the,FALSE
in_my_head,55,head,FALSE
but_if_you,55,you,FALSE
just_a_few,55,few,FALSE
to_get_out,55,out,FALSE
a_few_years,55,years,FALSE
that_i_had,55,had,FALSE
all_of_my,55,my,FALSE
just_have_to,55,to,FALSE
going_to_do,55,do,FALSE
is_the_most,55,most,FALSE
sounds_like_a,55,a,FALSE
reminds_me_of,55,of,FALSE
happy_mothers_day,55,day,FALSE
he_was_a,54,a,FALSE
in_new_york,54,york,FALSE
the_opportunity_to,54,to,FALSE
to_be_on,54,on,FALSE
to_deal_with,54,with,FALSE
as_you_can,54,can,FALSE
for_some_reason,54,reason,FALSE
feel_free_to,54,to,FALSE
of_course_i,54,i,FALSE
up_with_a,53,a,FALSE
if_i_could,53,could,FALSE
what_kind_of,53,of,FALSE
a_little_more,53,more,FALSE
a_series_of,53,of,FALSE
to_see_how,53,how,FALSE
we_want_to,53,to,FALSE
of_the_book,53,book,FALSE
to_me_and,53,and,FALSE
to_look_at,53,at,FALSE
this_is_my,53,my,FALSE
and_i_had,53,had,FALSE
all_of_our,53,our,FALSE
hope_to_see,53,see,FALSE
a_few_of,53,of,FALSE
and_i_are,53,are,FALSE
you_guys_are,53,are,FALSE
i_guess_i,53,i,FALSE
me_and_i,53,i,FALSE
let_you_know,53,know,FALSE
you_can_do,52,do,FALSE
a_pair_of,52,of,FALSE
there_are_a,52,a,FALSE
to_try_to,52,to,FALSE
a_piece_of,52,of,FALSE
a_look_at,52,at,FALSE
for_the_rest,52,rest,FALSE
it's_been_a,52,a,FALSE
and_i_know,52,know,FALSE
it_to_be,52,be,FALSE
know_what_to,52,to,FALSE
wish_i_had,52,had,FALSE
i_know_it,52,it,FALSE
that_is_a,52,a,FALSE
if_you_need,52,need,FALSE
i_get_a,52,a,FALSE
i_should_have,51,have,FALSE
a_picture_of,51,of,FALSE
in_addition_to,51,to,FALSE
so_you_can,51,can,FALSE
a_lot_more,51,more,FALSE
you_don't_have,51,have,FALSE
of_the_new,51,new,FALSE
up_for_the,51,the,FALSE
over_the_past,51,past,FALSE
in_the_face,51,face,FALSE
have_a_lot,51,lot,FALSE
want_to_know,51,know,FALSE
are_in_the,51,the,FALSE
every_time_i,51,i,FALSE
i_know_what,51,what,FALSE
it_looks_like,51,like,FALSE
seem_to_be,51,be,FALSE
a_great_weekend,51,weekend,FALSE
for_all_of,51,of,FALSE
i_just_got,51,got,FALSE
one_of_them,51,them,FALSE
in_a_while,51,while,FALSE
when_i_get,51,get,FALSE
happy_new_year,51,year,FALSE
see_you_there,51,there,FALSE
welcome_to_the,51,the,FALSE
happy_birthday_to,51,to,FALSE
as_it_is,50,is,FALSE
who_wants_to,50,to,FALSE
to_get_it,50,it,FALSE
would_have_to,50,to,FALSE
you_in_the,50,the,FALSE
you_can_get,50,get,FALSE
down_to_the,50,the,FALSE
be_on_the,50,the,FALSE
part_of_a,50,a,FALSE
the_next_day,50,day,FALSE
just_wanted_to,50,to,FALSE
been_able_to,50,to,FALSE
a_few_months,50,months,FALSE
to_get_some,50,some,FALSE
much_as_i,50,i,FALSE
i_don't_even,50,even,FALSE
get_to_the,50,the,FALSE
i_have_never,50,never,FALSE
who_you_are,50,are,FALSE
it_can_be,49,be,FALSE
ready_for_the,49,the,FALSE
and_this_is,49,is,FALSE
based_on_the,49,the,FALSE
that_was_the,49,the,FALSE
over_the_years,49,years,FALSE
the_other_hand,49,hand,FALSE
to_do_so,49,so,FALSE
on_the_floor,49,floor,FALSE
a_good_idea,49,idea,FALSE
out_in_the,49,the,FALSE
that_i_would,49,would,FALSE
i_can_do,49,do,FALSE
hope_you_are,49,are,FALSE
so_that_i,49,i,FALSE
think_about_it,49,it,FALSE
they_are_not,49,not,FALSE
so_excited_to,49,to,FALSE
i_didn't_know,49,know,FALSE
give_you_a,49,a,FALSE
you_have_any,49,any,FALSE
a_few_minutes,48,minutes,FALSE
of_the_first,48,first,FALSE
had_a_good,48,good,FALSE
to_create_a,48,a,FALSE
to_take_the,48,the,FALSE
i_had_no,48,no,FALSE
he_is_a,48,a,FALSE
around_the_world,48,world,FALSE
if_you_do,48,do,FALSE
in_other_words,48,words,FALSE
take_a_look,48,look,FALSE
to_get_back,48,back,FALSE
with_all_the,48,the,FALSE
the_best_way,48,way,FALSE
that_we_are,48,are,FALSE
i_like_it,48,it,FALSE
what_i_do,48,do,FALSE
to_pick_up,48,up,FALSE
i_still_have,48,have,FALSE
the_last_time,48,time,FALSE
need_to_do,48,do,FALSE
i_knew_i,48,i,FALSE
not_sure_if,48,if,FALSE
feel_like_i,48,i,FALSE
is_just_a,48,a,FALSE
get_back_to,48,to,FALSE
where_are_you,48,you,FALSE
get_to_see,48,see,FALSE
i'd_love_to,48,to,FALSE
are_you_going,47,going,FALSE
you_going_to,47,to,FALSE
in_the_air,47,air,FALSE
to_come_to,47,to,FALSE
i_am_sure,47,sure,FALSE
take_care_of,47,of,FALSE
in_the_back,47,back,FALSE
this_was_a,47,a,FALSE
have_been_a,47,a,FALSE
bottom_of_the,47,the,FALSE
i_want_a,47,a,FALSE
a_good_time,47,time,FALSE
more_of_a,47,a,FALSE
so_much_to,47,to,FALSE
bit_of_a,47,a,FALSE
what_it_is,47,is,FALSE
i_was_at,47,at,FALSE
know_what_you,47,you,FALSE
to_have_to,47,to,FALSE
it_on_the,47,the,FALSE
ready_to_go,47,go,FALSE
is_there_a,47,a,FALSE
i_tried_to,46,to,FALSE
i'd_like_to,46,to,FALSE
a_few_more,46,more,FALSE
is_about_to,46,to,FALSE
to_get_in,46,in,FALSE
if_i_was,46,was,FALSE
of_the_night,46,night,FALSE
is_that_i,46,i,FALSE
the_people_who,46,who,FALSE
the_power_of,46,of,FALSE
it_is_to,46,to,FALSE
and_you_can,46,can,FALSE
out_to_the,46,the,FALSE
the_time_i,46,i,FALSE
i_could_do,46,do,FALSE
first_day_of,46,of,FALSE
to_have_you,46,you,FALSE
so_i_was,46,was,FALSE
much_for_the,46,the,FALSE
love_you_too,46,too,FALSE
happy_mother's_day,46,day,FALSE
for_the_mention,46,mention,FALSE
to_keep_the,45,the,FALSE
is_on_the,45,the,FALSE
it_was_just,45,just,FALSE
you_have_the,45,the,FALSE
to_be_honest,45,honest,FALSE
was_supposed_to,45,to,FALSE
come_up_with,45,with,FALSE
me_in_the,45,the,FALSE
is_that_the,45,the,FALSE
i_have_had,45,had,FALSE
do_you_want,45,want,FALSE
what_is_the,45,the,FALSE
and_i_love,45,love,FALSE
and_have_a,45,a,FALSE
you_had_a,45,a,FALSE
in_the_house,45,house,FALSE
all_is_well,45,well,FALSE
don't_know_how,45,how,FALSE
like_to_see,45,see,FALSE
you_know_how,45,how,FALSE
spread_the_word,45,word,FALSE
and_all_the,45,the,FALSE
give_me_a,45,a,FALSE
have_you_been,45,been,FALSE
my_way_to,45,to,FALSE
really_want_to,44,to,FALSE
a_matter_of,44,of,FALSE
while_i_was,44,was,FALSE
the_amount_of,44,of,FALSE
it_should_be,44,be,FALSE
may_not_be,44,be,FALSE
the_new_york,44,york,FALSE
that_he_was,44,was,FALSE
to_do_that,44,that,FALSE
in_the_car,44,car,FALSE
if_there_is,44,is,FALSE
for_the_last,44,last,FALSE
i_love_how,44,how,FALSE
over_and_over,44,over,FALSE
to_know_that,44,that,FALSE
wanted_to_be,44,be,FALSE
i_could_have,44,have,FALSE
are_the_best,44,best,FALSE
should_be_a,44,a,FALSE
to_use_the,44,the,FALSE
i_hope_to,44,to,FALSE
for_the_day,44,day,FALSE
hope_you_have,44,have,FALSE
are_you_doing,44,doing,FALSE
the_point_of,43,of,FALSE
in_the_city,43,city,FALSE
i_got_the,43,the,FALSE
that_will_be,43,be,FALSE
a_variety_of,43,of,FALSE
the_right_to,43,to,FALSE
by_the_end,43,end,FALSE
way_to_the,43,the,FALSE
what_a_great,43,great,FALSE
along_with_the,43,the,FALSE
i_am_in,43,in,FALSE
that_you_have,43,have,FALSE
there_are_some,43,some,FALSE
some_sort_of,43,of,FALSE
for_a_couple,43,couple,FALSE
up_for_a,43,a,FALSE
the_last_few,43,few,FALSE
to_me_i,43,i,FALSE
that_i_could,43,could,FALSE
so_proud_of,43,of,FALSE
one_of_these,43,these,FALSE
thought_it_would,43,would,FALSE
couple_of_weeks,43,weeks,FALSE
love_to_hear,43,hear,FALSE
go_to_bed,43,bed,FALSE
thanks_to_all,43,all,FALSE
i_can't_believe,43,believe,FALSE
when_you_get,43,get,FALSE
moment_when_you,43,you,FALSE
so_many_people,42,people,FALSE
had_no_idea,42,idea,FALSE
of_the_other,42,other,FALSE
when_he_was,42,was,FALSE
as_good_as,42,as,FALSE
had_to_be,42,be,FALSE
a_lot_to,42,to,FALSE
this_will_be,42,be,FALSE
at_some_point,42,point,FALSE
be_a_great,42,great,FALSE
to_think_of,42,of,FALSE
time_to_get,42,get,FALSE
learn_how_to,42,to,FALSE
and_that_is,42,is,FALSE
best_way_to,42,to,FALSE
wait_for_the,42,the,FALSE
you_are_not,42,not,FALSE
to_do_is,42,is,FALSE
a_good_thing,42,thing,FALSE
for_me_i,42,i,FALSE
you_know_i,42,i,FALSE
it_could_be,42,be,FALSE
little_bit_of,42,of,FALSE
of_the_way,42,way,FALSE
it_makes_me,42,me,FALSE
i_should_be,42,be,FALSE
how_much_i,42,i,FALSE
you_are_the,42,the,FALSE
friends_and_family,42,family,FALSE
love_to_see,42,see,FALSE
make_sure_to,42,to,FALSE
gonna_be_a,42,a,FALSE
if_i_can,42,can,FALSE
need_to_go,42,go,FALSE
is_such_a,42,a,FALSE
follow_me_back,42,back,FALSE
the_most_important,41,important,FALSE
the_other_side,41,side,FALSE
we_are_all,41,all,FALSE
new_york_city,41,city,FALSE
at_the_top,41,top,FALSE
well_as_the,41,the,FALSE
to_show_you,41,you,FALSE
didn't_want_to,41,to,FALSE
i_think_we,41,we,FALSE
on_to_the,41,the,FALSE
if_it_was,41,was,FALSE
out_of_a,41,a,FALSE
and_there_is,41,is,FALSE
i'm_pretty_sure,41,sure,FALSE
all_of_this,41,this,FALSE
for_a_long,41,long,FALSE
on_the_road,41,road,FALSE
those_of_you,41,you,FALSE
any_of_the,41,the,FALSE
in_your_life,41,life,FALSE
don’t_want_to,41,to,FALSE
of_you_who,41,who,FALSE
the_first_place,41,place,FALSE
i’m_going_to,41,to,FALSE
i_can_get,41,get,FALSE
and_i_can,41,can,FALSE
when_they_are,41,are,FALSE
if_you_like,41,like,FALSE
and_we_are,41,are,FALSE
to_watch_the,41,the,FALSE
i_am_the,41,the,FALSE
it_is_so,41,so,FALSE
i_got_my,41,my,FALSE
getting_ready_to,41,to,FALSE
can_i_get,41,get,FALSE
i_hate_when,41,when,FALSE
wish_i_was,41,was,FALSE
to_have_the,40,the,FALSE
the_university_of,40,of,FALSE
going_to_see,40,see,FALSE
was_the_first,40,first,FALSE
to_do_something,40,something,FALSE
the_process_of,40,of,FALSE
was_a_great,40,great,FALSE
is_to_be,40,be,FALSE
on_the_back,40,back,FALSE
i_will_never,40,never,FALSE
that_we_have,40,have,FALSE
along_the_way,40,way,FALSE
make_sure_you,40,you,FALSE
so_i_could,40,could,FALSE
or_at_least,40,least,FALSE
front_of_the,40,the,FALSE
of_course_the,40,the,FALSE
why_do_i,40,i,FALSE
as_i_am,40,am,FALSE
forward_to_the,40,the,FALSE
and_when_i,40,i,FALSE
now_i_have,40,have,FALSE
the_need_to,40,to,FALSE
the_ability_to,40,to,FALSE
there_is_nothing,40,nothing,FALSE
to_catch_up,40,up,FALSE
but_i_do,40,do,FALSE
thanks_for_your,40,your,FALSE
this_is_why,40,why,FALSE
what_you_think,40,think,FALSE
will_you_be,40,be,FALSE
me_and_my,40,my,FALSE
don't_have_a,40,a,FALSE
to_see_my,40,my,FALSE
it_was_an,39,an,FALSE
so_if_you,39,you,FALSE
member_of_the,39,the,FALSE
that_he_is,39,is,FALSE
are_so_many,39,many,FALSE
i_know_the,39,the,FALSE
have_a_new,39,new,FALSE
the_next_few,39,few,FALSE
it_was_not,39,not,FALSE
live_in_the,39,the,FALSE
to_go_back,39,back,FALSE
great_to_see,39,see,FALSE
at_the_bottom,39,bottom,FALSE
do_not_have,39,have,FALSE
to_the_next,39,next,FALSE
i_made_a,39,a,FALSE
and_they_are,39,are,FALSE
and_no_one,39,one,FALSE
will_be_in,39,in,FALSE
we_went_to,39,to,FALSE
know_that_i,39,i,FALSE
on_the_same,39,same,FALSE
nothing_to_do,39,do,FALSE
to_be_more,39,more,FALSE
want_you_to,39,to,FALSE
do_the_same,39,same,FALSE
for_a_great,39,great,FALSE
be_a_part,39,part,FALSE
it_does_not,39,not,FALSE
to_you_and,39,and,FALSE
that_i_will,39,will,FALSE
back_on_the,39,the,FALSE
hope_all_is,39,is,FALSE
here_is_the,39,the,FALSE
is_like_a,39,a,FALSE
looks_like_a,39,a,FALSE
i_love_this,39,this,FALSE
and_i_don't,39,don't,FALSE
i_haven't_been,39,been,FALSE
awkward_moment_when,39,when,FALSE
in_the_day,38,day,FALSE
have_you_ever,38,ever,FALSE
was_a_good,38,good,FALSE
the_course_of,38,of,FALSE
of_the_season,38,season,FALSE
it's_hard_to,38,to,FALSE
it_would_have,38,have,FALSE
first_time_in,38,in,FALSE
not_to_mention,38,mention,FALSE
are_on_the,38,the,FALSE
a_ton_of,38,of,FALSE
i_will_have,38,have,FALSE
the_chance_to,38,to,FALSE
the_side_of,38,of,FALSE
if_it_is,38,is,FALSE
up_and_down,38,down,FALSE
back_of_the,38,the,FALSE
not_want_to,38,to,FALSE
me_want_to,38,to,FALSE
they_have_a,38,a,FALSE
are_a_few,38,few,FALSE
get_rid_of,38,of,FALSE
see_you_in,38,in,FALSE
i_can_tell,38,tell,FALSE
for_those_of,38,of,FALSE
a_sense_of,38,of,FALSE
not_sure_what,38,what,FALSE
i_have_not,38,not,FALSE
but_i_love,38,love,FALSE
it_seems_like,38,like,FALSE
the_past_few,38,few,FALSE
what_is_your,38,your,FALSE
it's_time_to,38,to,FALSE
go_to_sleep,38,sleep,FALSE
be_at_the,38,the,FALSE
if_you_think,38,think,FALSE
for_following_me,38,me,FALSE
take_advantage_of,37,of,FALSE
there_are_no,37,no,FALSE
there_are_so,37,so,FALSE
because_they_are,37,are,FALSE
i_think_this,37,this,FALSE
you_can_find,37,find,FALSE
it_was_great,37,great,FALSE
want_to_make,37,make,FALSE
all_of_them,37,them,FALSE
i'm_not_a,37,a,FALSE
in_the_process,37,process,FALSE
was_on_the,37,the,FALSE
time_for_a,37,a,FALSE
at_the_beginning,37,beginning,FALSE
i_know_you,37,you,FALSE
and_now_i,37,i,FALSE
when_i_saw,37,saw,FALSE
to_share_with,37,with,FALSE
